Fine Temperature (C) - Plot 0	Photodiode Voltage (V) - Plot 0
48.87	3.862
48.87	3.862
48.87	3.862
48.87	3.862
48.87	3.862
48.87	3.863
48.87	3.862
48.86	3.862
48.87	3.863
48.86	3.863
48.86	3.863
48.86	3.863
48.86	3.863
48.86	3.863
48.86	3.863
48.86	3.863
48.86	3.863
48.86	3.863
48.86	3.863
48.86	3.863
48.86	3.863
48.85	3.863
48.85	3.864
48.85	3.863
48.85	3.863
48.85	3.864
48.85	3.864
48.85	3.863
48.85	3.864
48.85	3.864
48.85	3.863
48.85	3.863
48.85	3.864
48.85	3.864
48.84	3.863
48.85	3.863
48.84	3.864
48.84	3.864
48.84	3.863
48.84	3.863
48.84	3.863
48.84	3.863
48.84	3.863
48.84	3.863
48.84	3.863
48.84	3.863
48.84	3.862
48.84	3.862
48.84	3.862
48.84	3.862
48.84	3.862
48.83	3.862
48.83	3.862
48.83	3.862
48.83	3.862
48.83	3.862
48.83	3.862
48.83	3.862
48.83	3.862
48.83	3.862
48.83	3.862
48.83	3.862
48.83	3.862
48.83	3.862
48.82	3.862
48.82	3.862
48.82	3.862
48.82	3.862
48.82	3.862
48.82	3.862
48.82	3.862
48.82	3.862
48.82	3.862
48.82	3.862
48.82	3.862
48.82	3.862
48.82	3.862
48.81	3.862
48.81	3.862
48.81	3.862
48.81	3.862
48.81	3.862
48.81	3.862
48.81	3.862
48.81	3.862
48.81	3.862
48.81	3.863
48.81	3.863
48.81	3.862
48.81	3.862
48.81	3.862
48.81	3.862
48.8	3.862
48.8	3.862
48.8	3.862
48.8	3.862
48.8	3.861
48.8	3.861
48.8	3.862
48.8	3.862
48.8	3.862
48.8	3.862
48.8	3.862
48.8	3.862
48.79	3.862
48.79	3.863
48.79	3.863
48.79	3.863
48.79	3.863
48.79	3.862
48.8	3.862
48.79	3.862
48.79	3.862
48.79	3.862
48.79	3.862
48.79	3.862
48.79	3.862
48.79	3.862
48.78	3.862
48.78	3.862
48.78	3.862
48.78	3.862
48.78	3.863
48.78	3.862
48.78	3.863
48.78	3.863
48.78	3.863
48.78	3.863
48.78	3.863
48.78	3.863
48.77	3.863
48.77	3.863
48.77	3.863
48.77	3.863
48.77	3.863
48.77	3.863
48.77	3.863
48.77	3.862
48.77	3.862
48.77	3.862
48.77	3.862
48.77	3.862
48.77	3.862
48.77	3.862
48.77	3.862
48.77	3.862
48.77	3.862
48.77	3.862
48.76	3.861
48.76	3.862
48.76	3.862
48.76	3.862
48.76	3.861
48.76	3.862
48.76	3.862
48.76	3.861
48.76	3.861
48.76	3.862
48.76	3.862
48.76	3.861
48.76	3.861
48.76	3.862
48.76	3.862
48.76	3.861
48.76	3.862
48.75	3.862
48.75	3.861
48.75	3.862
48.75	3.862
48.75	3.862
48.75	3.861
48.75	3.862
48.75	3.862
48.75	3.861
48.74	3.862
48.74	3.862
48.74	3.862
48.74	3.861
48.74	3.862
48.74	3.862
48.74	3.862
48.74	3.862
48.74	3.862
48.74	3.862
48.74	3.862
48.74	3.862
48.74	3.862
48.74	3.862
48.74	3.862
48.74	3.863
48.73	3.863
48.73	3.863
48.73	3.863
48.73	3.863
48.73	3.863
48.73	3.863
48.73	3.863
48.73	3.862
48.73	3.862
48.73	3.862
48.73	3.862
48.73	3.862
48.73	3.862
48.73	3.862
48.73	3.862
48.73	3.861
48.73	3.861
48.72	3.861
48.72	3.861
48.72	3.861
48.72	3.861
48.72	3.861
48.72	3.861
48.72	3.861
48.72	3.861
48.72	3.861
48.72	3.861
48.72	3.861
48.72	3.861
48.72	3.861
48.71	3.861
48.71	3.86
48.71	3.86
48.71	3.861
48.71	3.861
48.71	3.86
48.71	3.861
48.71	3.861
48.71	3.861
48.71	3.861
48.71	3.862
48.71	3.862
48.71	3.861
48.71	3.862
48.71	3.862
48.71	3.862
48.71	3.862
48.7	3.862
48.7	3.863
48.71	3.863
48.71	3.862
48.7	3.863
48.7	3.863
48.7	3.863
48.7	3.862
48.7	3.862
48.7	3.863
48.7	3.863
48.7	3.863
48.7	3.863
48.7	3.863
48.7	3.863
48.7	3.862
48.7	3.862
48.7	3.862
48.7	3.862
48.7	3.862
48.69	3.862
48.69	3.862
48.69	3.862
48.69	3.862
48.69	3.862
48.69	3.862
48.69	3.862
48.69	3.862
48.69	3.862
48.69	3.862
48.69	3.862
48.69	3.862
48.68	3.862
48.68	3.862
48.69	3.862
48.69	3.862
48.69	3.862
48.68	3.862
48.68	3.862
48.68	3.862
48.68	3.863
48.68	3.863
48.68	3.863
48.68	3.863
48.68	3.863
48.68	3.863
48.68	3.864
48.68	3.864
48.68	3.864
48.68	3.864
48.68	3.864
48.68	3.864
48.68	3.863
48.67	3.863
48.67	3.864
48.67	3.864
48.67	3.863
48.67	3.863
48.67	3.863
48.67	3.863
48.67	3.863
48.67	3.863
48.67	3.863
48.67	3.863
48.67	3.862
48.66	3.862
48.66	3.862
48.66	3.862
48.66	3.861
48.66	3.861
48.66	3.862
48.67	3.861
48.66	3.861
48.66	3.861
48.66	3.861
48.66	3.861
48.66	3.861
48.66	3.861
48.66	3.861
48.66	3.861
48.66	3.861
48.66	3.861
48.65	3.861
48.65	3.861
48.65	3.862
48.65	3.861
48.65	3.861
48.66	3.861
48.65	3.861
48.65	3.861
48.65	3.861
48.65	3.861
48.65	3.861
48.65	3.861
48.65	3.861
48.65	3.861
48.65	3.861
48.65	3.861
48.64	3.861
48.64	3.862
48.64	3.862
48.64	3.862
48.64	3.862
48.64	3.862
48.64	3.862
48.64	3.862
48.64	3.862
48.64	3.862
48.64	3.862
48.64	3.862
48.64	3.862
48.64	3.862
48.63	3.862
48.64	3.862
48.63	3.862
48.63	3.862
48.63	3.862
48.63	3.862
48.64	3.862
48.64	3.862
48.63	3.862
48.63	3.861
48.63	3.861
48.63	3.862
48.63	3.861
48.63	3.861
48.62	3.862
48.63	3.862
48.63	3.861
48.62	3.862
48.62	3.862
48.62	3.861
48.63	3.861
48.62	3.862
48.62	3.862
48.62	3.862
48.62	3.862
48.62	3.862
48.62	3.862
48.62	3.861
48.62	3.861
48.62	3.861
48.62	3.861
48.62	3.861
48.61	3.861
48.62	3.861
48.61	3.861
48.61	3.861
48.61	3.861
48.62	3.861
48.61	3.861
48.61	3.862
48.61	3.862
48.61	3.862
48.61	3.862
48.61	3.862
48.61	3.862
48.61	3.862
48.61	3.862
48.61	3.862
48.61	3.862
48.61	3.862
48.61	3.862
48.61	3.862
48.61	3.862
48.61	3.862
48.61	3.862
48.61	3.861
48.61	3.861
48.6	3.861
48.6	3.861
48.6	3.861
48.6	3.861
48.61	3.861
48.6	3.861
48.6	3.861
48.6	3.861
48.6	3.861
48.61	3.861
48.6	3.861
48.6	3.861
48.6	3.861
48.6	3.862
48.6	3.861
48.6	3.861
48.6	3.861
48.6	3.861
48.6	3.861
48.6	3.861
48.6	3.861
48.6	3.861
48.6	3.861
48.6	3.862
48.59	3.862
48.59	3.862
48.6	3.862
48.59	3.862
48.59	3.862
48.59	3.862
48.59	3.862
48.59	3.862
48.59	3.862
